#Label: Total Execution Count
#Total: 0
#LineOp: sum
#ConcatOp: sum
#ContextOp: sum
#Description: Represents the number of execution of the code along the worst-case execution path.
1	000012ec	12	[]
1	000012f8	12	[]
1	00001304	4	[]
1	00001308	4	[]
1	0000130c	4	[]
1	00001310	12	[]
1	0000131c	4	[]
1	00001320	4	[]
1	00001324	4	[]
1	00001328	12	[]
1	00001334	4	[]
1	00001338	4	[]
1	0000133c	4	[]
1	00001340	12	[]
1	0000134c	4	[]
1	00001350	4	[]
1	00001354	16	[]
1	000004c4	52	[FUN(000012ec), CALL(000012f4)]
1	00000f64	64	[FUN(000012ec), CALL(00001300)]
1	000009a8	32	[FUN(000012ec), CALL(00001304)]
1	000009c8	12	[FUN(000012ec), CALL(00001304)]
1	000009d4	48	[FUN(000012ec), CALL(00001304)]
0	00000a04	16	[FUN(000012ec), CALL(00001304)]
0	00000a14	20	[FUN(000012ec), CALL(00001304)]
0	00000a28	16	[FUN(000012ec), CALL(00001304)]
0	00000a38	24	[FUN(000012ec), CALL(00001304)]
1	00000ab8	16	[FUN(000012ec), CALL(00001304)]
1	00000a50	32	[FUN(000012ec), CALL(00001304)]
1	00000a70	16	[FUN(000012ec), CALL(00001304)]
1	00000a80	20	[FUN(000012ec), CALL(00001304)]
1	00000a94	16	[FUN(000012ec), CALL(00001304)]
1	00000aa4	20	[FUN(000012ec), CALL(00001304)]
1	000005b8	56	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009c4)]
32	00000620	20	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009c4)]
1	00000634	40	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009c4)]
31	000005f0	48	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009c4)]
1	00000500	60	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009d0)]
33	00000578	20	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009d0)]
1	0000058c	40	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009d0)]
32	0000053c	60	[FUN(000012ec), CALL(00001304), FUN(000009a8), CALL(000009d0)]
1	000012cc	12	[FUN(000012ec), CALL(00001308)]
