#Name: register
#Label: Register Usage
#Description: View read and written registers.
0	1	00000ce0	read r13, r11, r14, write r13
0	1	00000ce4	read r13, write r11
0	1	00000ce8	read r15, write r3
0	1	00000cec	read r3, write r3
0	1	00000cf0	read r3, write sr
0	1	00000cf4	read sr, write r14
0	2	00000e3c	read r0, write r0
0	2	00000e40	read r11, write r13
0	2	00000e44	read r13, write r13, r11, r14
0	2	00000e48	read r14, write r15
0	3	00000cf8	read r15, write r3
0	3	00000cfc	read r3, write r3
0	3	00000d00	read r3, write r2
0	3	00000d04	read r15, write r1
0	3	00000d08	write r0
0	3	00000d0c	write r14, r14
0	4	00000d10	read r15, write r1
0	4	00000d14	write r0
0	4	00000d18	write r14, r14
0	5	00000d1c	read r0, write r3
0	5	00000d20	read r3, write r2
0	5	00000d24	read r15, write r3
0	5	00000d28	read r3, r2
0	5	00000d2c	read r15, write r3
0	5	00000d30	read r3, write r2
0	5	00000d34	read r15, write r3
0	5	00000d38	read r3, write r3
0	5	00000d3c	read r2, r3, write sr
0	5	00000d40	read sr, write r14
0	6	00000d90	read r15, write r3
0	6	00000d94	read r3, write r2
0	6	00000d98	read r15, write r3
0	6	00000d9c	read r3, write r3
0	6	00000da0	read r2, r3, write sr
0	6	00000da4	read sr, write r14
0	7	00000df4	read r15, write r3
0	7	00000df8	read r3, write r3
0	7	00000dfc	read r3, write sr
0	7	00000e00	read sr, write r14
0	8	00000e18	read r15, write r3
0	8	00000e1c	read r3, write r3
0	8	00000e20	read r3, write sr
0	8	00000e24	read sr, write r14
0	9	00000e28	read r15, write r3
0	9	00000e2c	read r3, write r3
0	9	00000e30	read r3, write r3
0	9	00000e34	read r15, write r2
0	9	00000e38	read r2, r3
0	10	00000e04	read r15, write r3
0	10	00000e08	read r3, write r3
0	10	00000e0c	read r3, write r3
0	10	00000e10	read r15, write r2
0	10	00000e14	read r2, r3
0	11	00000da8	read r15, write r3
0	11	00000dac	read r3, write r3
0	11	00000db0	read r3, write sr
0	11	00000db4	read sr, write r14
0	12	00000dcc	read r15, write r3
0	12	00000dd0	read r3, write r3
0	12	00000dd4	read r3, write sr
0	12	00000dd8	read sr, write r14
0	13	00000ddc	read r15, write r3
0	13	00000de0	read r3, write r3
0	13	00000de4	read r3, write r3
0	13	00000de8	read r15, write r2
0	13	00000dec	read r2, r3
0	13	00000df0	write r14
0	14	00000db8	read r15, write r3
0	14	00000dbc	read r3, write r3
0	14	00000dc0	read r3, write r3
0	14	00000dc4	read r15, write r2
0	14	00000dc8	read r2, r3
0	15	00000d44	read r15, write r3
0	15	00000d48	read r3, write r3
0	15	00000d4c	read r3, write sr
0	15	00000d50	read sr, write r14
0	16	00000d68	read r15, write r3
0	16	00000d6c	read r3, write r3
0	16	00000d70	read r3, write sr
0	16	00000d74	read sr, write r14
0	17	00000d78	read r15, write r3
0	17	00000d7c	read r3, write r3
0	17	00000d80	read r3, write r3
0	17	00000d84	read r15, write r2
0	17	00000d88	read r2, r3
0	17	00000d8c	write r14
0	18	00000d54	read r15, write r3
0	18	00000d58	read r3, write r3
0	18	00000d5c	read r3, write r3
0	18	00000d60	read r15, write r2
0	18	00000d64	read r2, r3
1	1	00000600	read r13, r11, write r13
1	1	00000604	read r13, write r11
1	1	00000608	read r13, write r13
1	1	0000060c	read r11, r0
1	1	00000610	read r11, r1
1	1	00000614	read r2, write r3
1	1	00000618	read r11, r3
1	1	0000061c	write r2
1	1	00000620	read r11, write r3
1	1	00000624	read r3, r2, write r3
1	1	00000628	read r11, r3
1	1	0000062c	write r3
1	1	00000630	read r11, r3
1	1	00000634	write r14
1	2	00000668	read r11, write r3
1	2	0000066c	read r3, write r3
1	2	00000670	read r11, write r2
1	2	00000674	read r2, r3, write sr
1	2	00000678	read sr, write r14
1	3	00000638	read r11, write r3
1	3	0000063c	read r3, write r3
1	3	00000640	read r11, write r2
1	3	00000644	read r2, r3, write r2
1	3	00000648	read r11, write r3
1	3	0000064c	read r11, write r1
1	3	00000650	read r1, r3, write r3
1	3	00000654	read r2, write r2
1	3	00000658	read r3, r2
1	3	0000065c	read r11, write r3
1	3	00000660	read r3, write r3
1	3	00000664	read r11, r3
1	4	0000067c	read r11, write r3
1	4	00000680	read r3, write r3
1	4	00000684	read r11, write r2
1	4	00000688	read r2, r3, write r3
1	4	0000068c	read r11, write r2
1	4	00000690	read r3, r2
1	4	00000694	read r0, write r0
1	4	00000698	read r11, write r13
1	4	0000069c	read r13, write r11, r13
1	4	000006a0	read r14, write r15
2	1	00000548	read r13, r11, write r13
2	1	0000054c	read r13, write r11
2	1	00000550	read r13, write r13
2	1	00000554	read r11, r0
2	1	00000558	read r11, r1
2	1	0000055c	write r3
2	1	00000560	read r11, r3
2	1	00000564	write r2
2	1	00000568	read r11, write r3
2	1	0000056c	read r3, r2, write r3
2	1	00000570	read r11, r3
2	1	00000574	read r15, write r3
2	1	00000578	write r2
2	1	0000057c	read r3, r2
2	1	00000580	write r14
2	2	000005c0	read r15, write r3
2	2	000005c4	read r3, write r3
2	2	000005c8	read r11, write r2
2	2	000005cc	read r2, r3, write sr
2	2	000005d0	read sr, write r14
2	3	00000584	read r15, write r3
2	3	00000588	read r3, write r3
2	3	0000058c	read r3, write r2
2	3	00000590	read r11, write r3
2	3	00000594	read r3, r2, write r3
2	3	00000598	read r3, write r3
2	3	0000059c	read r3, write r2
2	3	000005a0	read r11, write r3
2	3	000005a4	read r3, r2, write r3
2	3	000005a8	read r11, r3
2	3	000005ac	read r15, write r3
2	3	000005b0	read r3, write r3
2	3	000005b4	read r3, write r3
2	3	000005b8	read r15, write r2
2	3	000005bc	read r2, r3
2	4	000005d4	read r11, write r2
2	4	000005d8	read r11, write r3
2	4	000005dc	read r3, r2, write r3
2	4	000005e0	read r11, r3
2	4	000005e4	read r11, write r3
2	4	000005e8	read r3, write r3
2	4	000005ec	read r3, write r0
2	4	000005f0	read r11, write r13
2	4	000005f4	read r13, write r11, r13
2	4	000005f8	read r14, write r15
