8	4	12
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
20	10	30
20	10	30
20	10	30
24	12	36
24	12	36
28	14	42
32	16	48
72	164	236
0	0	0
0	0	0
0	0	0
232	116	92
80	40	120
96	48	144
196	98	38
204	102	50
152	76	228
224	112	80
92	46	138
80	40	120
76	38	114
88	44	132
36	146	182
0	0	0
0	0	0
240	120	104
0	0	0
0	0	0
0	0	0
0	0	0
200	100	44
176	88	8
168	84	252
160	80	240
152	76	228
140	70	210
128	64	192
132	66	198
132	194	70
0	0	0
100	50	150
104	52	156
0	0	0
0	0	0
100	50	150
92	46	138
108	54	162
0	0	0
168	84	252
148	74	222
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
24	140	164
0	0	0
0	0	0
108	54	162
92	46	138
88	44	132
244	122	110
0	0	0
64	32	96
44	22	66
40	20	60
36	18	54
32	16	48
28	14	42
28	14	42
28	14	42
28	14	42
24	12	36
24	12	36
24	12	36
24	12	36
24	12	36
24	12	36
20	10	30
20	10	30
20	10	30
20	10	30
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
20	10	30
20	10	30
20	10	30
20	10	30
24	12	36
24	12	36
28	14	42
32	16	48
128	192	64
112	56	168
0	0	0
0	0	0
136	68	204
68	34	102
0	0	0
148	74	222
208	104	56
176	88	8
0	0	0
92	46	138
84	42	126
84	42	126
88	44	132
100	50	150
0	0	0
0	0	0
56	156	212
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
184	92	20
176	88	8
168	84	252
160	80	240
172	86	2
0	0	0
0	0	0
0	0	0
168	84	252
0	0	0
104	180	28
0	0	0
176	88	8
0	0	0
112	56	168
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
64	160	224
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
76	166	242
212	106	62
108	182	34
0	0	0
48	152	200
0	0	0
0	0	0
0	0	0
0	0	0
60	30	90
220	110	74
36	18	54
32	16	48
32	16	48
28	14	42
28	14	42
28	14	42
28	14	42
24	12	36
24	12	36
24	12	36
24	12	36
24	12	36
20	10	30
20	10	30
20	10	30
20	10	30
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
20	10	30
20	10	30
20	10	30
20	10	30
24	12	36
24	12	36
24	12	36
28	14	42
40	20	60
48	24	72
124	62	186
144	72	216
56	28	84
60	30	90
0	0	0
132	66	198
128	64	192
132	66	198
108	54	162
92	46	138
88	44	132
88	44	132
92	46	138
0	0	0
0	0	0
156	78	234
168	84	252
0	0	0
68	162	230
0	0	0
0	0	0
56	156	212
0	0	0
48	152	200
24	140	164
0	0	0
52	154	206
0	0	0
0	0	0
0	0	0
0	0	0
136	196	76
200	100	44
188	94	26
224	112	80
136	68	204
232	116	92
0	0	0
0	0	0
36	146	182
232	116	92
36	146	182
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
100	178	22
244	122	110
60	158	218
192	96	32
252	126	122
0	0	0
0	0	0
0	0	0
36	146	182
132	66	198
164	82	246
52	26	78
40	20	60
36	18	54
32	16	48
32	16	48
32	16	48
32	16	48
32	16	48
28	14	42
28	14	42
24	12	36
24	12	36
24	12	36
24	12	36
20	10	30
20	10	30
20	10	30
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
16	8	24
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
12	6	18
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
8	4	12
